;EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
295;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000001;SSVL;TELÊMACO BORBA;PR;SUL;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;9.0;0.0;0.0;0.0;0.0;18090.0;1809.0;2984.0;135.0;1408.0;2010.0;10.0;0.0;0.0;0.0;90.0;14870.0;8.78333;7.0
296;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000001;SWBE;SÃO BENEDITO;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4.0;0.0;0.0;0.0;0.0;11835.0;1052.0;1886.0;85.0;1023.0;1315.0;5.0;0.0;0.0;0.0;45.0;7180.0;6.23333;30.0
297;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000001;SWBR;BORBA;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;9.0;1.0;0.0;0.0;0.0;8960.0;1440.0;1898.0;108.0;1138.0;1280.0;8.0;0.0;0.0;0.0;56.0;11887.0;7.4;9.0
298;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000001;SWKO;COARI;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;17.0;0.0;0.0;0.0;0.0;13068.0;6171.0;5494.0;515.0;3055.0;3993.0;11.0;0.0;0.0;0.0;36.0;15150.0;17.8833;149.0
299;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000001;SWKO;COARI;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;36.0;0.0;0.0;0.0;0.0;41382.0;13068.0;7990.0;1144.0;4454.0;5808.0;16.0;0.0;0.0;0.0;114.0;22030.0;26.05;466.0
300;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000001;SWLB;LÁBREA;AM;NORTE;BRASIL;AMÉRICA DO SUL;SWKO;COARI;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;25.0;0.0;0.0;0.0;0.0;28224.0;9800.0;4295.0;811.0;2289.0;3136.0;8.0;0.0;0.0;0.0;72.0;10965.0;13.1;201.0
301;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000001;SWMW;MAUÉS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;31.0;0.0;0.0;0.0;0.0;11004.0;8122.0;2252.0;616.0;1243.0;1572.0;6.0;0.0;0.0;0.0;42.0;8602.0;7.38333;40.0
302;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000001;SWPI;PARINTINS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBSN;SANTARÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;154.0;222.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9;0.0
303;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000001;SWTP;SANTA ISABEL DO RIO NEGRO;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBTF;TEFÉ;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;12.0;0.0;0.0;0.0;0.0;23832.0;3972.0;3743.0;336.0;1848.0;2648.0;8.0;0.0;0.0;0.0;72.0;11316.0;10.95;120.0
304;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBAQ;ARARAQUARA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0.0;0.0;80.0;0.0;0.0;0.0;0.0;549.0;15.0;397.0;392.0;2.0;15680.0;0.0;0.0;0.0;2803.0;2.93333;0.0
305;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBAQ;ARARAQUARA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJR;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;314.0;508.0;1.0;0.0;0.0;0.0;0.0;0.0;2.05;0.0
306;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBAQ;ARARAQUARA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;133.0;1.0;437.0;0.0;0.0;66924.0;22477.0;10944.0;1861.0;5524.0;7436.0;44.0;73853.0;0.0;0.0;396.0;64876.0;42.0833;689.0
307;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBAT;ALTA FLORESTA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;360.0;643.0;1.0;0.0;0.0;0.0;0.0;0.0;2.35;0.0
308;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;666.0;0.0;2.0;0.0;0.0;0.0;0.0;2535.0;4.76667;0.0
309;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBCJ;PARAUAPEBAS;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;66.0;1.0;879.0;0.0;0.0;48576.0;36432.0;8376.0;3529.0;4014.0;6624.0;12.0;485208.0;0.0;0.0;88.0;15186.0;27.7;573.0
310;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBHT;ALTAMIRA;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0.0;0.0;0.0;0.0;0.0;4212.0;0.0;613.0;0.0;290.0;468.0;1.0;0.0;0.0;0.0;9.0;1310.0;1.98333;0.0
311;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBMA;MARABÁ;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0.0;0.0;50.0;0.0;0.0;0.0;0.0;589.0;22.0;288.0;449.0;1.0;22450.0;0.0;0.0;0.0;1312.0;2.06667;0.0
312;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBMD;ALMEIRIM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0.0;0.0;0.0;0.0;0.0;4158.0;0.0;614.0;0.0;269.0;462.0;1.0;0.0;0.0;0.0;9.0;1331.0;1.85;0.0
313;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBMD;ALMEIRIM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;38.0;0.0;565.0;0.0;0.0;19404.0;17556.0;4325.0;1798.0;1832.0;3234.0;7.0;261030.0;0.0;0.0;42.0;9368.0;12.8;485.0
314;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBMQ;MACAPÁ;AP;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;176.0;329.0;1.0;0.0;0.0;0.0;0.0;0.0;1.33333;0.0
315;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBMQ;MACAPÁ;AP;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0.0;0.0;50.0;0.0;0.0;0.0;0.0;464.0;16.0;189.0;329.0;1.0;16450.0;0.0;0.0;0.0;1411.0;1.66667;0.0
316;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBPB;PARNAÍBA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;482.0;768.0;1.0;0.0;0.0;0.0;0.0;0.0;3.23333;0.0
317;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0.0;0.0;28.0;0.0;0.0;0.0;0.0;620.0;13.0;333.0;490.0;1.0;13720.0;0.0;0.0;0.0;1267.0;2.25;0.0
318;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBSN;SANTARÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;748.0;1420.0;2.0;0.0;0.0;0.0;0.0;0.0;5.1;0.0
319;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBTU;TUCURUÍ;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0.0;0.0;0.0;0.0;0.0;2700.0;0.0;423.0;0.0;189.0;300.0;1.0;0.0;0.0;0.0;9.0;1411.0;1.33333;0.0
320;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBTU;TUCURUÍ;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;18.0;0.0;124.0;0.0;0.0;14400.0;5400.0;3379.0;460.0;1521.0;2400.0;8.0;37200.0;0.0;0.0;48.0;11279.0;11.2333;71.0
321;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNEB;PARAGOMINAS;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;19.0;1.0;739.0;0.0;0.0;12488.0;4237.0;2244.0;509.0;1117.0;1561.0;7.0;164797.0;0.0;0.0;56.0;10083.0;8.36667;140.0
322;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNMZ;PORTO DE MOZ;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;40.0;0.0;395.0;0.0;0.0;20112.0;16760.0;4554.0;1543.0;1925.0;3352.0;8.0;165505.0;0.0;0.0;48.0;10875.0;13.4667;297.0
323;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNSM;SALINÓPOLIS;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7.0;0.0;694.0;0.0;0.0;8288.0;1036.0;1764.0;188.0;855.0;1184.0;8.0;102712.0;0.0;0.0;56.0;11945.0;6.83333;61.0
324;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNVS;BREVES;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0.0;0.0;381.0;0.0;0.0;0.0;0.0;2579.0;80.0;1055.0;1760.0;8.0;83820.0;0.0;0.0;0.0;11745.0;8.31667;0.0
325;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNVS;BREVES;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;34.0;0.0;661.0;0.0;0.0;10560.0;7480.0;1928.0;753.0;822.0;1320.0;6.0;145420.0;0.0;0.0;48.0;8778.0;6.0;228.0
326;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBBH;BELO HORIZONTE;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.0;25.0;1.0;0.0;0.0;0.0;0.0;0.0;0.833333;0.0
327;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBBW;BARRA DO GARÇAS;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;21.0;0.0;265.0;0.0;0.0;57600.0;8400.0;9668.0;810.0;4615.0;7200.0;18.0;106000.0;0.0;0.0;144.0;24185.0;32.8167;187.0
328;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;1.0;0.0;0.0;0.0;0.0;1591.0;0.55;0.0
329;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;370.0;647.0;1.0;0.0;0.0;0.0;0.0;0.0;2.51667;0.0
330;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJR;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;567.0;28.0;6487.0;0.0;0.0;382032.0;214893.0;57727.0;20191.0;26716.0;42448.0;112.0;2458570.0;0.0;0.0;1008.0;152484.0;194.217;4398.0
331;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;282.0;499.0;1.0;0.0;0.0;0.0;0.0;0.0;1.93333;0.0
332;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6.0;0.0;0.0;0.0;0.0;3879.0;2586.0;586.0;193.0;240.0;431.0;1.0;0.0;0.0;0.0;9.0;1360.0;1.56667;0.0
333;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBVG;VARGINHA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;38.0;7.0;448.0;0.0;0.0;25824.0;10222.0;4642.0;918.0;1929.0;3228.0;12.0;120512.0;0.0;0.0;96.0;17271.0;14.8167;136.0
334;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SNDV;DIVINÓPOLIS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;58.0;2.0;665.0;0.0;0.0;24408.0;6554.0;4107.0;591.0;1958.0;2712.0;24.0;75145.0;0.0;0.0;216.0;36442.0;18.9167;307.0
335;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SNJM;MANHUAÇU;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;14.0;0.0;156.0;0.0;0.0;14400.0;2800.0;2360.0;251.0;986.0;1600.0;8.0;31200.0;0.0;0.0;72.0;11814.0;8.06667;55.0
336;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SNLN;LINHARES;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;66.0;0.0;646.0;0.0;0.0;34440.0;27060.0;6628.0;2433.0;3022.0;4920.0;12.0;264860.0;0.0;0.0;84.0;16178.0;22.7;348.0
337;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SNSS;SALINAS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;72.0;1.0;645.0;0.0;0.0;45144.0;30096.0;6726.0;2657.0;3097.0;5016.0;12.0;269610.0;0.0;0.0;108.0;16103.0;22.2167;329.0
338;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SNTO;TEÓFILO OTONI;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;82.0;0.0;1136.0;0.0;0.0;33915.0;26486.0;6792.0;2593.0;2953.0;4845.0;15.0;366928.0;0.0;0.0;105.0;21047.0;21.8333;764.0
339;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SNZR;PARACATU;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;13.0;0.0;189.0;0.0;0.0;17010.0;5265.0;3290.0;503.0;1467.0;2430.0;6.0;76545.0;0.0;0.0;42.0;8133.0;10.2667;84.0
340;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBCJ;PARAUAPEBAS;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;23.0;0.0;502.0;0.0;0.0;44712.0;12696.0;6285.0;1317.0;3006.0;4968.0;9.0;277104.0;0.0;0.0;81.0;11394.0;20.4333;167.0
341;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBCJ;PARAUAPEBAS;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1173.0;0.0;600.0;1173.0;1.0;0.0;0.0;0.0;0.0;1000.0;4.11667;0.0
342;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBCJ;PARAUAPEBAS;PA;NORTE;BRASIL;AMÉRICA DO SUL;SDOW;OURILÂNDIA DO NORTE;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;13.0;0.0;408.0;0.0;0.0;11968.0;1768.0;2257.0;198.0;964.0;1496.0;11.0;55488.0;0.0;0.0;88.0;16636.0;7.9;102.0
343;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;219.0;0.0;0.0;0.0;0.0;0.0;0.0;535.0;0.0;4.0;0.0;0.0;0.0;0.0;5861.0;4.1;0.0
344;ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;1970-01-01 00:00:00.000002025;1970-01-01 00:00:00.000000002;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;614.0;1038.0;3.0;0.0;0.0;0.0;0.0;0.0;4.51667;0.0
